1bcf332e AUTORUN.INF
4b9cc465 DIRECTX/DIRECTX/D3D.INF
b0bcecda DIRECTX/DIRECTX/D3DIM.DLL
6391ce6f DIRECTX/DIRECTX/D3DPMESH.DLL
18264a14 DIRECTX/DIRECTX/D3DRAMP.DLL
41ef8070 DIRECTX/DIRECTX/D3DRM.DLL
ca6eca4b DIRECTX/DIRECTX/D3DRM.INF
b8e8e0e3 DIRECTX/DIRECTX/D3DXOF.DLL
a52fd896 DIRECTX/DIRECTX/DDHELP.EXE
8c7a02c3 DIRECTX/DIRECTX/DDRAW.DLL
70f71ce5 DIRECTX/DIRECTX/DDRAW.INF
ddb7d5ad DIRECTX/DIRECTX/DDRAW.VXD
e5237cb5 DIRECTX/DIRECTX/DDRAW16.DLL
4ef2feb3 DIRECTX/DIRECTX/DDRAWEX.DLL
18ae6bb9 DIRECTX/DIRECTX/DIJOY.HLP
05122f0c DIRECTX/DIRECTX/DIJOYBRZ.HLP
9cd9f269 DIRECTX/DIRECTX/DIJOYCHS.HLP
d4ad0098 DIRECTX/DIRECTX/DIJOYCHT.HLP
36256c2b DIRECTX/DIRECTX/DIJOYCZE.HLP
9254428c DIRECTX/DIRECTX/DIJOYDUT.HLP
37b7ec03 DIRECTX/DIRECTX/DIJOYFRN.HLP
a6c47076 DIRECTX/DIRECTX/DIJOYGER.HLP
8c26493a DIRECTX/DIRECTX/DIJOYITN.HLP
4cab7f26 DIRECTX/DIRECTX/DIJOYJPN.HLP
e1c265a6 DIRECTX/DIRECTX/DIJOYKOR.HLP
4cab7f26 DIRECTX/DIRECTX/DIJOYNEC.HLP
39bca4c5 DIRECTX/DIRECTX/DIJOYPOL.HLP
64c8c596 DIRECTX/DIRECTX/DIJOYRUS.HLP
557760b7 DIRECTX/DIRECTX/DIJOYSPA.HLP
0d4d8cb0 DIRECTX/DIRECTX/DIJOYSWE.HLP
9a4175d0 DIRECTX/DIRECTX/DINPUT.DLL
9e4f1c64 DIRECTX/DIRECTX/DINPUT.INF
09e81fd9 DIRECTX/DIRECTX/DINPUT.VXD
33dfae0c DIRECTX/DIRECTX/DIRECTX.INF
812883ae DIRECTX/DIRECTX/DMBAND.DLL
afd78814 DIRECTX/DIRECTX/DMCOMPOS.DLL
d421c89e DIRECTX/DIRECTX/DMIME.DLL
31d23b26 DIRECTX/DIRECTX/DMLOADER.DLL
389fd2cb DIRECTX/DIRECTX/DMSTYLE.DLL
d9f0df9e DIRECTX/DIRECTX/DMSYNTH.DLL
74ac6170 DIRECTX/DIRECTX/DMUSIC.DLL
b739a42f DIRECTX/DIRECTX/DMUSIC16.DLL
11f0470a DIRECTX/DIRECTX/DMUSIC32.DLL
bb12f168 DIRECTX/DIRECTX/DPLAY.DLL
9219ed9a DIRECTX/DIRECTX/DPLAY.INF
5bf47055 DIRECTX/DIRECTX/DPLAYDX2.INF
952060cd DIRECTX/DIRECTX/DPLAYSVR.EXE
66e93e63 DIRECTX/DIRECTX/DPLAYX.DLL
87f2288f DIRECTX/DIRECTX/DPMODEMX.DLL
8d3fb037 DIRECTX/DIRECTX/DPSERIAL.DLL
1173f3d0 DIRECTX/DIRECTX/DPWSOCK.DLL
22e49292 DIRECTX/DIRECTX/DPWSOCKX.DLL
4257d124 DIRECTX/DIRECTX/DRIVERS/BRZ/AZT16.VXD
0acd86ec DIRECTX/DIRECTX/DRIVERS/BRZ/AZT16C.DRV
8c98842c DIRECTX/DIRECTX/DRIVERS/BRZ/AZT16W.DRV
c796da0f DIRECTX/DIRECTX/DRIVERS/BRZ/CWBAUDIO.DRV
